CallLTP, CallIV, CallDelta, Strikes, PutDelta, PutIV, PutLTP, Date, Time, Spotprice
550.05,82.02,77.21,31500,-7.64,42.38,11.35,07-Jan-2021,10:20,31964.15
457.85,74.95,73.9,31600,-10.72,38.25,15.35,07-Jan-2021,10:20,31964.15
363.4,66.16,70.07,31700,-15.6,34.06,21.65,07-Jan-2021,10:20,31964.15
274.2,58.18,64.56,31800,-24.01,30.36,33.45,07-Jan-2021,10:20,31964.15
195.35,51.94,56.67,31900,-37.74,27.17,55.5,07-Jan-2021,10:20,31964.15
131.1,47.73,46.48,32000,-57.5,23.4,91.3,07-Jan-2021,10:20,31964.15
82.6,45.05,35.22,32100,-88.68,14.32,141,07-Jan-2021,10:20,31964.15
49.15,43.56,24.61,32200,0,0,208,07-Jan-2021,10:20,31964.15
28.4,43.18,16.14,32300,0,0,287.65,07-Jan-2021,10:20,31964.15
16.4,43.66,10.22,32400,0,0,375,07-Jan-2021,10:20,31964.15
9.95,45.06,6.54,32500,0,0,470,07-Jan-2021,10:20,31964.15
6.05,46.54,4.14,32600,0,0,567.25,07-Jan-2021,10:20,31964.15
4.15,49.01,2.85,32700,0,0,673.55,07-Jan-2021,10:20,31964.15
3.2,52.25,2.14,32800,0,0,769.15,07-Jan-2021,10:20,31964.15
2.7,56,1.73,32900,0,0,866.95,07-Jan-2021,10:20,31964.15
2.45,60.16,1.49,33000,-,-,-,07-Jan-2021,10:20,31964.15
2.15,63.9,1.25,33100,-,-,-,07-Jan-2021,10:20,31964.15
1.95,67.79,1.09,33200,0,0,1176,07-Jan-2021,10:20,31964.15
1.75,71.46,0.94,33300,-,-,-,07-Jan-2021,10:20,31964.15
1.65,75.47,0.85,33400,-,-,-,07-Jan-2021,10:20,31964.15
1.55,79.36,0.77,33500,-,-,-,07-Jan-2021,10:20,31964.15
1.4,82.78,0.67,33600,-,-,-,07-Jan-2021,10:20,31964.15
1.3,86.39,0.61,33700,-,-,-,07-Jan-2021,10:20,31964.15
1.2,89.85,0.54,33800,-,-,-,07-Jan-2021,10:20,31964.15
1.25,94.48,0.54,33900,-,-,-,07-Jan-2021,10:20,31964.15
1.1,97.31,0.47,34000,-,-,-,07-Jan-2021,10:20,31964.15
1.1,101.43,0.45,34100,-,-,-,07-Jan-2021,10:20,31964.15
1.05,104.99,0.42,34200,-,-,-,07-Jan-2021,10:20,31964.15
1.05,109.03,0.4,34300,-,-,-,07-Jan-2021,10:20,31964.15
1,112.48,0.37,34400,-,-,-,07-Jan-2021,10:20,31964.15
1,116.44,0.36,34500,-,-,-,07-Jan-2021,10:20,31964.15
1.15,122.12,0.4,34600,-,-,-,07-Jan-2021,10:20,31964.15
1,124.3,0.34,34700,-,-,-,07-Jan-2021,10:20,31964.15
-,-,-,23300,-0.06,406.93,0.5,07-Jan-2021,10:25,31964.15
-,-,-,23400,-0.06,404.78,0.55,07-Jan-2021,10:25,31964.15
-,-,-,23500,-0.08,407.41,0.7,07-Jan-2021,10:25,31964.15
-,-,-,26000,-0.14,287.77,0.9,07-Jan-2021,10:25,31964.15
-,-,-,26500,-0.14,260.53,0.8,07-Jan-2021,10:25,31964.15
-,-,-,25000,-0.12,341.3,0.9,07-Jan-2021,10:25,31964.15
-,-,-,25500,-0.13,315.88,0.9,07-Jan-2021,10:25,31964.15
-,-,-,26000,-0.14,290.83,0.9,07-Jan-2021,10:25,31964.15
-,-,-,26500,-0.14,263.36,0.8,07-Jan-2021,10:25,31964.15
-,-,-,27000,-0.17,241.74,0.9,07-Jan-2021,10:25,31964.15
-,-,-,27500,-0.22,221.75,1.1,07-Jan-2021,10:25,31964.15
-,-,-,27600,-0.23,217.8,1.15,07-Jan-2021,10:25,31964.15
-,-,-,27800,-0.23,207.17,1.1,07-Jan-2021,10:25,31964.15
-,-,-,28000,-0.24,197.5,1.1,07-Jan-2021,10:25,31964.15
-,-,-,28100,-0.22,190,0.95,07-Jan-2021,10:25,31964.15
-,-,-,28200,-0.19,182.28,0.8,07-Jan-2021,10:25,31964.15
-,-,-,28500,-0.26,172.68,1.05,07-Jan-2021,10:25,31964.15
-,-,-,28700,-0.29,163.9,1.1,07-Jan-2021,10:25,31964.15
-,-,-,28800,-0.33,161.19,1.25,07-Jan-2021,10:25,31964.15
-,-,-,28900,-0.35,157,1.3,07-Jan-2021,10:25,31964.15
2970,0,0,29000,-0.36,152.16,1.3,07-Jan-2021,10:25,31964.15
-,-,-,29100,-0.4,149.03,1.45,07-Jan-2021,10:25,31964.15
-,-,-,29200,-0.4,143.62,1.4,07-Jan-2021,10:25,31964.15
-,-,-,29300,-0.44,139.79,1.5,07-Jan-2021,10:25,31964.15
-,-,-,29400,-0.49,136.32,1.65,07-Jan-2021,10:25,31964.15
-,-,-,29500,-0.52,131.83,1.7,07-Jan-2021,10:25,31964.15
-,-,-,29600,-0.55,127.3,1.75,07-Jan-2021,10:25,31964.15
-,-,-,29700,-0.61,123.51,1.9,07-Jan-2021,10:25,31964.15
-,-,-,29800,-0.66,119.22,2,07-Jan-2021,10:25,31964.15
-,-,-,29900,-0.7,114.53,2.05,07-Jan-2021,10:25,31964.15
1970.1,0,0,30000,-0.76,110.12,2.15,07-Jan-2021,10:25,31964.15
1900,143.33,96.2,30100,-0.84,105.92,2.3,07-Jan-2021,10:25,31964.15
-,-,-,30200,-0.89,101.08,2.35,07-Jan-2021,10:25,31964.15
-,-,-,30300,-0.98,96.7,2.5,07-Jan-2021,10:25,31964.15
1607.25,133.2,94.5,30400,-1.05,91.76,2.55,07-Jan-2021,10:25,31964.15
1481.6,0,0,30500,-1.18,87.42,2.75,07-Jan-2021,10:25,31964.15
1378.15,0,0,30600,-1.33,83.14,3,07-Jan-2021,10:25,31964.15
1305.05,110.13,94.02,30700,-1.52,78.85,3.3,07-Jan-2021,10:25,31964.15
1185.95,72.3,98.51,30800,-1.8,74.97,3.8,07-Jan-2021,10:25,31964.15
1130.15,116.78,89.23,30900,-2.08,70.5,4.2,07-Jan-2021,10:25,31964.15
975.15,0,0,31000,-2.53,66.59,4.95,07-Jan-2021,10:25,31964.15
879.95,0,0,31100,-3.08,62.45,5.8,07-Jan-2021,10:25,31964.15
774.5,0,0,31200,-3.89,58.59,7.1,07-Jan-2021,10:25,31964.15
680.8,0,0,31300,-5.06,54.89,9,07-Jan-2021,10:25,31964.15
587.2,41.72,96.68,31400,-6.76,51.32,11.8,07-Jan-2021,10:25,31964.15
497.55,46.73,91.27,31500,-9.29,47.96,16.1,07-Jan-2021,10:25,31964.15
401.55,42.11,88.35,31600,-12.94,44.5,22.3,07-Jan-2021,10:25,31964.15
311.85,39.64,82.52,31700,-18.34,41.1,31.8,07-Jan-2021,10:25,31964.15
228.6,37.4,73.94,31800,-26.58,38.37,48.05,07-Jan-2021,10:25,31964.15
156.85,35.97,61.95,31900,-38.36,36.98,76.8,07-Jan-2021,10:25,31964.15
101.2,35.61,47.7,32000,-52.24,36.38,120.55,07-Jan-2021,10:25,31964.15
61.25,35.72,33.72,32100,-65.77,36.91,181.6,07-Jan-2021,10:25,31964.15
36,36.58,22.28,32200,-77.06,37.66,255.5,07-Jan-2021,10:25,31964.15
21.25,38.08,14.22,32300,-84.91,39.46,340.7,07-Jan-2021,10:25,31964.15
13.15,40.25,9.15,32400,-89.43,42.85,433.65,07-Jan-2021,10:25,31964.15
8.5,42.72,6.02,32500,-92.7,45.62,528.4,07-Jan-2021,10:25,31964.15
5.55,45.1,3.98,32600,-91.4,57.78,634.5,07-Jan-2021,10:25,31964.15
3.8,47.69,2.72,32700,-96.73,49.78,721.9,07-Jan-2021,10:25,31964.15
2.95,51.06,2.05,32800,0,0,799.25,07-Jan-2021,10:25,31964.15
2.45,54.74,1.63,32900,0,0,896.35,07-Jan-2021,10:25,31964.15
2.25,59.03,1.41,33000,-91.88,92.27,1043,07-Jan-2021,10:25,31964.15
2.1,63.33,1.25,33100,-,-,-,07-Jan-2021,10:25,31964.15
1.9,67.24,1.08,33200,-,-,-,07-Jan-2021,10:25,31964.15
1.75,71.18,0.95,33300,-,-,-,07-Jan-2021,10:25,31964.15
1.6,74.95,0.84,33400,-,-,-,07-Jan-2021,10:25,31964.15
1.5,78.85,0.75,33500,-,-,-,07-Jan-2021,10:25,31964.15
1.35,82.28,0.66,33600,-,-,-,07-Jan-2021,10:25,31964.15
1.15,85.09,0.55,33700,-,-,-,07-Jan-2021,10:25,31964.15
1.4,91.34,0.62,33800,-,-,-,07-Jan-2021,10:25,31964.15
1.15,93.58,0.51,33900,-,-,-,07-Jan-2021,10:25,31964.15
1.2,98.23,0.5,34000,-,-,-,07-Jan-2021,10:25,31964.15
1.25,102.86,0.5,34100,-,-,-,07-Jan-2021,10:25,31964.15
1.2,106.56,0.47,34200,-,-,-,07-Jan-2021,10:25,31964.15
1.2,110.68,0.45,34300,-,-,-,07-Jan-2021,10:25,31964.15
1.1,113.73,0.41,34400,-,-,-,07-Jan-2021,10:25,31964.15
-,-,-,23300,-0.06,414.35,0.5,07-Jan-2021,10:30,31983
-,-,-,23500,-0.08,417.21,0.75,07-Jan-2021,10:30,31983
-,-,-,24000,-0.09,392.75,0.8,07-Jan-2021,10:30,31983
-,-,-,24100,-0.13,399.72,1.15,07-Jan-2021,10:30,31983
-,-,-,24500,-0.12,373.58,1,07-Jan-2021,10:30,31983
-,-,-,25000,-0.12,345.78,0.95,07-Jan-2021,10:30,31983
-,-,-,25500,-0.14,321.5,1,07-Jan-2021,10:30,31983
-,-,-,26000,-0.15,296.04,1,07-Jan-2021,10:30,31983
-,-,-,26500,-0.17,270.93,1,07-Jan-2021,10:30,31983
-,-,-,27000,-0.19,247.25,1.05,07-Jan-2021,10:30,31983
-,-,-,27500,-0.22,224.57,1.15,07-Jan-2021,10:30,31983
-,-,-,28000,-0.24,199.18,1.1,07-Jan-2021,10:30,31983
-,-,-,28200,-0.19,183.83,0.8,07-Jan-2021,10:30,31983
-,-,-,28400,-0.28,181.33,1.2,07-Jan-2021,10:30,31983
-,-,-,28500,-0.26,174.15,1.05,07-Jan-2021,10:30,31983
-,-,-,28700,-0.3,166.03,1.15,07-Jan-2021,10:30,31983
-,-,-,28800,-0.35,163.85,1.35,07-Jan-2021,10:30,31983
-,-,-,28900,-0.35,158.34,1.3,07-Jan-2021,10:30,31983
-,-,-,29000,-0.36,153.47,1.3,07-Jan-2021,10:30,31983
-,-,-,29100,-0.38,149.18,1.35,07-Jan-2021,10:30,31983
-,-,-,29200,-0.42,145.39,1.45,07-Jan-2021,10:30,31983
-,-,-,29300,-0.44,140.99,1.5,07-Jan-2021,10:30,31983
-,-,-,29400,-0.48,137.03,1.6,07-Jan-2021,10:30,31983
-,-,-,29500,-0.5,132.08,1.6,07-Jan-2021,10:30,31983
-,-,-,29600,-0.55,128.4,1.75,07-Jan-2021,10:30,31983
-,-,-,29700,-0.57,123.41,1.75,07-Jan-2021,10:30,31983
-,-,-,29800,-0.64,119.54,1.9,07-Jan-2021,10:30,31983
-,-,-,29900,-0.68,114.85,1.95,07-Jan-2021,10:30,31983
1999.7,148.99,96.54,30000,-0.71,109.79,1.95,07-Jan-2021,10:30,31983
1875,0,0,30100,-0.78,105.67,2.1,07-Jan-2021,10:30,31983
-,-,-,30200,-0.85,101.13,2.2,07-Jan-2021,10:30,31983
-,-,-,30300,-0.87,95.72,2.15,07-Jan-2021,10:30,31983
1554.6,0,0,30400,-0.97,91.35,2.3,07-Jan-2021,10:30,31983
1495,109.28,96.66,30500,-1.07,86.87,2.45,07-Jan-2021,10:30,31983
-,-,-,30600,-1.23,82.69,2.7,07-Jan-2021,10:30,31983
-,-,-,30700,-1.43,78.68,3.05,07-Jan-2021,10:30,31983
1198.05,94.78,95.32,30800,-1.64,74.26,3.35,07-Jan-2021,10:30,31983
1095.5,84.77,95.66,30900,-1.99,70.47,3.95,07-Jan-2021,10:30,31983
998,81.48,94.68,31000,-2.42,66.52,4.65,07-Jan-2021,10:30,31983
905,81.91,92.53,31100,-2.95,62.35,5.45,07-Jan-2021,10:30,31983
804.4,74.14,92.07,31200,-3.69,58.34,6.6,07-Jan-2021,10:30,31983
705.45,67.68,91.07,31300,-4.78,54.5,8.3,07-Jan-2021,10:30,31983
610.9,64.05,88.72,31400,-6.41,50.89,10.9,07-Jan-2021,10:30,31983
512.85,57.24,86.9,31500,-8.79,47.34,14.75,07-Jan-2021,10:30,31983
419.1,52.25,83.49,31600,-12.34,43.84,20.55,07-Jan-2021,10:30,31983
327.7,47.16,78.73,31700,-17.6,40.3,29.35,07-Jan-2021,10:30,31983
243.7,43.37,71.29,31800,-25.57,37.01,43.65,07-Jan-2021,10:30,31983
168.75,40.15,60.98,31900,-37.46,34.86,69.4,07-Jan-2021,10:30,31983
108.7,38.23,47.99,32000,-52.35,33.36,109.95,07-Jan-2021,10:30,31983
66,37.6,34.5,32100,-68.14,31.9,166.25,07-Jan-2021,10:30,31983
38,37.67,22.85,32200,-81.81,30.9,239.35,07-Jan-2021,10:30,31983
21.6,38.53,14.37,32300,-93.03,27.79,322.6,07-Jan-2021,10:30,31983
12.95,40.35,9.08,32400,0,0,412,07-Jan-2021,10:30,31983
8.3,42.79,5.93,32500,0,0,506.3,07-Jan-2021,10:30,31983
5.3,45.03,3.85,32600,0,0,603,07-Jan-2021,10:30,31983
3.8,48.04,2.72,32700,0,0,712.05,07-Jan-2021,10:30,31983
3,51.57,2.07,32800,0,0,805.75,07-Jan-2021,10:30,31983
2.55,55.46,1.68,32900,-94.88,71.97,927.8,07-Jan-2021,10:30,31983
2.25,59.48,1.41,33000,0,0,1002.45,07-Jan-2021,10:30,31983
2.15,64.01,1.27,33100,-,-,-,07-Jan-2021,10:30,31983
2,68.2,1.12,33200,-,-,-,07-Jan-2021,10:30,31983
1.8,71.98,0.97,33300,-,-,-,07-Jan-2021,10:30,31983
1.7,76.09,0.88,33400,-,-,-,07-Jan-2021,10:30,31983
1.6,80.08,0.8,33500,-,-,-,07-Jan-2021,10:30,31983
1.45,83.61,0.7,33600,-,-,-,07-Jan-2021,10:30,31983
1.4,87.68,0.65,33700,-,-,-,07-Jan-2021,10:30,31983
1.3,91.29,0.58,33800,-,-,-,07-Jan-2021,10:30,31983
1.25,95.18,0.54,33900,-,-,-,07-Jan-2021,10:30,31983
1.15,98.55,0.49,34000,-,-,-,07-Jan-2021,10:30,31983
1.25,103.67,0.5,34100,-,-,-,07-Jan-2021,10:30,31983
1.2,107.4,0.47,34200,-,-,-,07-Jan-2021,10:30,31983
1.15,111.05,0.44,34300,-,-,-,07-Jan-2021,10:30,31983
1.1,114.63,0.41,34400,-,-,-,07-Jan-2021,10:30,31983
1,117.54,0.37,34500,-,-,-,07-Jan-2021,10:30,31983
1,121.55,0.35,34600,-,-,-,07-Jan-2021,10:30,31983
1.1,126.76,0.37,34700,-,-,-,07-Jan-2021,10:30,31983
-,-,-,23300,-0.05,413.84,0.45,07-Jan-2021,10:35,31966.4
-,-,-,23400,-0.07,420.59,0.65,07-Jan-2021,10:35,31966.4
-,-,-,23500,-0.09,422.34,0.8,07-Jan-2021,10:35,31966.4
-,-,-,24100,-0.14,403.94,1.2,07-Jan-2021,10:35,31966.4
-,-,-,24500,-0.08,362.64,0.65,07-Jan-2021,10:35,31966.4
-,-,-,25000,-0.11,342.93,0.8,07-Jan-2021,10:35,31966.4
-,-,-,25500,-0.14,323.54,1,07-Jan-2021,10:35,31966.4
-,-,-,26000,-0.15,297.87,1,07-Jan-2021,10:35,31966.4
-,-,-,26500,-0.14,268.59,0.85,07-Jan-2021,10:35,31966.4
-,-,-,27000,-0.16,243.9,0.85,07-Jan-2021,10:35,31966.4
-,-,-,27300,-0.14,225.28,0.7,07-Jan-2021,10:35,31966.4
-,-,-,27500,-0.2,222.81,1,07-Jan-2021,10:35,31966.4
-,-,-,27600,-0.22,219.87,1.1,07-Jan-2021,10:35,31966.4
-,-,-,27800,-0.21,208.1,1,07-Jan-2021,10:35,31966.4
-,-,-,28000,-0.22,198.34,1,07-Jan-2021,10:35,31966.4
-,-,-,28200,-0.23,188.61,1,07-Jan-2021,10:35,31966.4
-,-,-,28400,-0.28,181.38,1.15,07-Jan-2021,10:35,31966.4
-,-,-,28500,-0.25,174.08,1,07-Jan-2021,10:35,31966.4
-,-,-,28600,-0.29,171.6,1.15,07-Jan-2021,10:35,31966.4
-,-,-,28700,-0.3,166.72,1.15,07-Jan-2021,10:35,31966.4
-,-,-,28800,-0.31,161.84,1.15,07-Jan-2021,10:35,31966.4
-,-,-,28900,-0.32,156.97,1.15,07-Jan-2021,10:35,31966.4
-,-,-,29000,-0.35,153.41,1.25,07-Jan-2021,10:35,31966.4
-,-,-,29100,-0.36,148.51,1.25,07-Jan-2021,10:35,31966.4
-,-,-,29200,-0.41,145.33,1.4,07-Jan-2021,10:35,31966.4
-,-,-,29300,-0.48,142.91,1.65,07-Jan-2021,10:35,31966.4
-,-,-,29400,-0.43,135.45,1.4,07-Jan-2021,10:35,31966.4
-,-,-,29500,-0.5,132.43,1.6,07-Jan-2021,10:35,31966.4
-,-,-,29600,-0.52,127.44,1.6,07-Jan-2021,10:35,31966.4
-,-,-,29700,-0.59,124.08,1.8,07-Jan-2021,10:35,31966.4
-,-,-,29800,-0.63,119.4,1.85,07-Jan-2021,10:35,31966.4
-,-,-,29900,-0.67,114.68,1.9,07-Jan-2021,10:35,31966.4
1995.85,167.53,94.74,30000,-0.73,110.26,2,07-Jan-2021,10:35,31966.4
-,-,-,30100,-0.77,105.45,2.05,07-Jan-2021,10:35,31966.4
-,-,-,30200,-0.86,101.18,2.2,07-Jan-2021,10:35,31966.4
-,-,-,30300,-0.93,96.53,2.3,07-Jan-2021,10:35,31966.4
1589.65,132.1,94.76,30400,-1.03,92.04,2.45,07-Jan-2021,10:35,31966.4
1500,136.29,92.94,30500,-1.15,87.67,2.65,07-Jan-2021,10:35,31966.4
-,-,-,30600,-1.33,83.54,2.95,07-Jan-2021,10:35,31966.4
1290.45,112.12,93.78,30700,-1.57,79.7,3.4,07-Jan-2021,10:35,31966.4
1200,114.03,91.78,30800,-1.82,75.39,3.8,07-Jan-2021,10:35,31966.4
1092.1,99.46,92.69,30900,-2.16,71.21,4.35,07-Jan-2021,10:35,31966.4
1004.25,102.12,90.01,31000,-2.6,67.04,5.05,07-Jan-2021,10:35,31966.4
902,92.58,89.71,31100,-3.15,62.67,5.85,07-Jan-2021,10:35,31966.4
799.2,82.65,89.45,31200,-3.83,58.14,6.8,07-Jan-2021,10:35,31966.4
700,75.22,88.35,31300,-4.92,54.1,8.45,07-Jan-2021,10:35,31966.4
605.3,70.28,86.08,31400,-6.57,50.3,11,07-Jan-2021,10:35,31966.4
511.8,65.15,83.19,31500,-9.05,46.65,14.9,07-Jan-2021,10:35,31966.4
417.05,58.44,80,31600,-12.83,43.19,21.05,07-Jan-2021,10:35,31966.4
324.65,51.81,75.5,31700,-18.3,39.42,29.9,07-Jan-2021,10:35,31966.4
240.85,47.05,68.31,31800,-26.99,36.39,45.7,07-Jan-2021,10:35,31966.4
165.1,42.63,58.46,31900,-39.4,33.59,71.25,07-Jan-2021,10:35,31966.4
105.35,40.03,45.9,32000,-55.34,31.26,111.75,07-Jan-2021,10:35,31966.4
62.4,38.63,32.71,32100,-72.64,28.89,169.35,07-Jan-2021,10:35,31966.4
35.3,38.42,21.41,32200,-89.45,24.41,242,07-Jan-2021,10:35,31966.4
20.3,39.45,13.5,32300,0,0,325.25,07-Jan-2021,10:35,31966.4
12.15,41.24,8.52,32400,0,0,417.15,07-Jan-2021,10:35,31966.4
7.65,43.49,5.49,32500,0,0,512.55,07-Jan-2021,10:35,31966.4
5,45.93,3.63,32600,0,0,610.5,07-Jan-2021,10:35,31966.4
3.7,49.18,2.62,32700,0,0,703.5,07-Jan-2021,10:35,31966.4
2.95,52.78,2.02,32800,0,0,799.85,07-Jan-2021,10:35,31966.4
2.6,56.97,1.68,32900,0,0,899.15,07-Jan-2021,10:35,31966.4
2.4,61.38,1.47,33000,0,0,1009.55,07-Jan-2021,10:35,31966.4
2.15,65.4,1.26,33100,-,-,-,07-Jan-2021,10:35,31966.4
2,69.61,1.11,33200,-,-,-,07-Jan-2021,10:35,31966.4
1.85,73.66,0.99,33300,-,-,-,07-Jan-2021,10:35,31966.4
1.75,77.82,0.89,33400,-,-,-,07-Jan-2021,10:35,31966.4
1.65,81.85,0.81,33500,-,-,-,07-Jan-2021,10:35,31966.4
1.45,85.1,0.69,33600,-,-,-,07-Jan-2021,10:35,31966.4
1.35,88.83,0.63,33700,-,-,-,07-Jan-2021,10:35,31966.4
1.4,93.61,0.62,33800,-,-,-,07-Jan-2021,10:35,31966.4
1.25,96.75,0.54,33900,-,-,-,07-Jan-2021,10:35,31966.4
1.25,101.05,0.52,34000,-,-,-,07-Jan-2021,10:35,31966.4
1.3,105.76,0.52,34100,-,-,-,07-Jan-2021,10:35,31966.4
1.2,109.06,0.47,34200,-,-,-,07-Jan-2021,10:35,31966.4
1.2,113.25,0.45,34300,-,-,-,07-Jan-2021,10:35,31966.4
1.1,116.34,0.41,34400,-,-,-,07-Jan-2021,10:35,31966.4
1.05,119.87,0.38,34500,-,-,-,07-Jan-2021,10:35,31966.4
1.1,124.52,0.38,34600,-,-,-,07-Jan-2021,10:35,31966.4
1.1,128.57,0.37,34700,-,-,-,07-Jan-2021,10:35,31966.4
